City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
98,Bahia Honda,CU,22.9036,-83.1592,81.46,50,0,6.42,clear sky
99,Kodiak,US,57.79,-152.4072,29.71,64,0,16.11,clear sky
100,Tecoanapa,MX,16.5167,-98.75,84.02,64,26,9.82,scattered clouds
101,Rizhao,CN,35.4275,119.4553,33.75,79,6,5.44,clear sky
102,Noumea,NC,-22.2763,166.4572,77.0,99,22,7.52,few clouds
103,Flinders,AU,-34.5833,150.8552,69.21,94,100,4.0,overcast clouds
104,Hobart,AU,-42.8794,147.3294,60.12,96,100,1.01,light rain
105,Olafsvik,IS,64.8945,-23.7142,35.55,84,100,19.22,overcast clouds
106,Sao Filipe,CV,14.8961,-24.4956,74.19,68,100,9.31,overcast clouds
107,Dom Pedro,BR,-4.4833,-44.45,87.33,57,87,0.69,overcast clouds
108,Krasnoselkup,RU,65.7,82.4667,-1.68,96,100,28.3,light snow
109,Olga,RU,43.7444,135.2892,12.63,55,100,3.91,overcast clouds
110,Coahuayana,MX,18.7333,-103.6833,85.64,43,0,6.55,clear sky
111,Braniewo,PL,54.3797,19.8196,32.9,78,100,17.34,overcast clouds
112,Leningradskiy,RU,69.3833,178.4167,-8.23,99,100,4.79,overcast clouds
113,Tagusao,PH,9.1924,117.8141,76.73,85,11,3.42,few clouds
114,Belaya Gora,RU,68.5333,146.4167,-8.55,98,100,4.29,light snow
115,Hilo,US,19.7297,-155.09,76.12,70,20,5.75,few clouds
116,Ngunguru,NZ,-35.6167,174.5,66.16,83,89,6.67,overcast clouds
117,Parabel,RU,58.6978,81.4825,9.57,88,100,14.76,overcast clouds
118,Thompson,CA,55.7435,-97.8558,-11.33,88,93,7.81,overcast clouds
119,Sayyan,YE,15.1718,44.3244,54.64,60,50,1.92,scattered clouds
120,Hithadhoo,MV,-0.6,73.0833,82.33,73,100,7.99,overcast clouds
121,Panzhihua,CN,26.5851,101.7128,47.86,67,5,1.79,clear sky
122,Boddam,GB,57.4667,-1.7833,36.39,78,8,15.88,clear sky
123,Colesberg,ZA,-30.72,25.0972,72.52,51,61,13.8,light rain
124,Tonami,JP,37.0013,137.7272,31.19,72,27,8.5,scattered clouds
125,Sereflikochisar,TR,38.9393,33.5386,46.27,71,48,5.84,scattered clouds
126,Nuevo Ideal,MX,24.8875,-105.0728,68.05,14,4,6.31,clear sky
127,Nuuk,GL,64.1835,-51.7216,20.01,93,100,18.41,overcast clouds
128,Westport,US,41.1415,-73.3579,35.58,65,75,1.99,light snow
129,Chara,RU,56.9064,118.2631,-4.67,85,97,1.3,overcast clouds
130,Mar Del Plata,AR,-38.0023,-57.5575,78.82,84,0,11.99,clear sky
131,Garowe,SO,8.4054,48.4845,71.82,70,6,18.01,clear sky
132,Anito,PH,12.4497,125.2886,74.86,91,23,5.55,few clouds
133,Alibag,IN,18.6411,72.8792,78.87,77,0,1.5,clear sky
134,Aketi,CD,2.7388,23.7833,77.56,50,100,1.45,overcast clouds
135,Whitehaven,GB,54.549,-3.5841,35.82,93,26,14.83,scattered clouds
136,Digha,IN,21.6833,87.55,68.36,47,1,5.88,clear sky
137,Oktyabrskoye,RU,43.0645,44.7417,32.14,86,100,6.71,overcast clouds
138,Rio Gallegos,AR,-51.6226,-69.2181,62.65,39,40,19.57,scattered clouds
139,Naples,IT,40.8333,14.25,53.74,67,75,5.99,broken clouds
140,Zhigalovo,RU,54.8097,105.1578,-9.65,100,100,1.57,overcast clouds
141,Tabou,CI,4.423,-7.3528,80.62,80,91,8.14,overcast clouds
142,Hami,CN,42.8,93.45,24.57,42,4,1.45,clear sky
143,Qixingtai,CN,30.4135,111.8874,43.63,65,100,3.38,light rain
144,Abu Samrah,SY,35.3029,37.1841,52.52,66,0,5.12,clear sky
145,Yagodnoye,RU,62.55,149.6667,-1.84,100,100,2.51,light snow
146,Ust-Kuyga,RU,70.0167,135.6,-34.51,99,95,1.99,overcast clouds
147,Husavik,IS,66.0449,-17.3389,24.71,77,2,14.94,clear sky
148,Saint-Georges,GD,12.0564,-61.7485,83.88,61,20,13.8,few clouds
149,Ocala,US,29.1872,-82.1401,73.78,64,0,1.01,clear sky
150,Namatanai,PG,-3.6667,152.4333,78.44,81,100,2.62,overcast clouds
151,Severo-Kurilsk,RU,50.6789,156.125,24.96,80,30,5.46,scattered clouds
152,Korem,ET,12.5058,39.5228,54.95,86,100,3.69,overcast clouds
153,Tual,ID,-5.6667,132.75,83.19,76,100,12.48,overcast clouds
154,Julio De Castilhos,BR,-29.2269,-53.6817,77.38,27,0,13.67,clear sky
155,Aromashevo,RU,56.8602,68.6375,29.41,97,100,12.21,light snow
156,Big Spring,US,32.2504,-101.4787,47.23,33,0,5.01,clear sky
157,Jiangyou,CN,31.7667,104.7167,46.02,88,100,1.79,overcast clouds
158,Eau Claire,US,44.8114,-91.4985,2.17,70,90,1.01,overcast clouds
159,Ahipara,NZ,-35.1667,173.1667,66.0,88,31,6.58,scattered clouds
160,Chokurdakh,RU,70.6333,147.9167,-7.26,93,100,6.15,overcast clouds
161,Poum,NC,-20.2333,164.0167,80.58,78,98,18.97,overcast clouds
162,Nouadhibou,MR,20.931,-17.0347,65.61,80,100,19.75,overcast clouds
163,San Luis,AR,-33.295,-66.3356,88.63,23,59,2.01,broken clouds
164,Laguna,US,38.421,-121.4238,54.64,93,100,1.99,overcast clouds
165,Cherskiy,RU,68.75,161.3,-5.49,96,100,1.83,overcast clouds
166,Sawtell,AU,-30.3833,153.1,75.22,86,75,11.5,broken clouds
167,Bonthe,SL,7.5264,-12.505,81.55,74,100,9.78,overcast clouds
168,Torbay,CA,47.6666,-52.7314,31.75,80,100,1.99,overcast clouds
169,Khorixas,NA,-20.3667,14.9667,72.3,32,0,14.76,clear sky
170,Chimoio,MZ,-19.1164,33.4833,76.86,83,75,6.91,broken clouds
171,Isangel,VU,-19.55,169.2667,73.51,94,40,4.61,scattered clouds
172,Buritizeiro,BR,-17.3511,-44.9622,70.56,98,100,2.68,moderate rain
173,Altamira,BR,-3.2033,-52.2064,89.69,62,40,4.61,scattered clouds
174,Port Macquarie,AU,-31.4333,152.9167,71.89,88,54,11.79,broken clouds
175,Amahai,ID,-3.3333,128.9167,77.97,84,100,3.58,overcast clouds
176,Diego De Almagro,CL,-26.3667,-70.05,86.99,16,0,16.22,clear sky
177,Carnarvon,AU,-24.8667,113.6333,75.27,78,6,18.41,clear sky
178,Nhulunbuy,AU,-12.2333,136.7667,83.01,89,75,8.05,broken clouds
179,Lazaro Cardenas,MX,17.9583,-102.2,81.39,57,0,7.27,clear sky
180,Maibong,IN,25.3,93.1667,56.43,69,0,1.36,clear sky
181,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.83,70,24,12.68,few clouds
182,Houston,US,29.7633,-95.3633,49.33,71,100,10.36,haze
183,Mattru,SL,7.6244,-11.8332,81.7,70,100,6.87,overcast clouds
184,Talcahuano,CL,-36.7167,-73.1167,67.23,67,6,12.37,clear sky
185,Lebu,CL,-37.6167,-73.65,65.55,71,1,19.28,clear sky
186,Saint Andrews,US,34.0454,-81.1293,50.67,45,40,1.99,scattered clouds
187,Yar-Sale,RU,66.8333,70.8333,6.44,95,100,14.23,light snow
188,Harwich,GB,51.9419,1.2844,41.34,80,100,4.0,overcast clouds
189,Bengkulu,ID,-3.8004,102.2655,76.82,87,100,2.86,overcast clouds
190,Qaanaaq,GL,77.484,-69.3632,6.35,70,100,3.47,overcast clouds
191,College,US,64.8569,-147.8028,-28.01,66,0,0.0,clear sky
192,Maceio,BR,-9.6658,-35.7353,89.04,62,40,17.27,scattered clouds
193,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,100,2.3,mist
194,Berlevag,NO,70.8578,29.0864,17.4,67,75,6.91,broken clouds
195,Da Nang,VN,16.0678,108.2208,71.65,88,75,1.14,broken clouds
196,Edgewater,US,28.9889,-80.9023,75.58,72,75,16.11,broken clouds
197,Schwedt,DE,53.0596,14.2815,36.52,98,100,10.94,overcast clouds
198,Riverton,US,40.5219,-111.9391,54.91,51,0,20.71,clear sky
199,Dicabisagan,PH,17.0818,122.4157,72.41,89,49,2.59,scattered clouds
200,Paamiut,GL,61.994,-49.6678,20.98,91,100,20.62,snow
201,Qasigiannguit,GL,68.8193,-51.1922,17.85,92,100,4.43,overcast clouds
202,Emerald,AU,-23.5333,148.1667,78.94,78,11,9.22,few clouds
203,Krasnovishersk,RU,60.4078,57.082,15.42,96,100,5.44,light snow
204,Mpongwe,ZM,-13.5091,28.155,66.18,90,100,2.71,light rain
205,Tateyama,JP,34.9833,139.8667,41.05,55,100,10.22,overcast clouds
206,Longyearbyen,SJ,78.2186,15.6401,4.84,72,0,12.66,clear sky
207,Bucak,TR,37.4592,30.595,49.51,94,98,1.16,overcast clouds
208,Derzhavinsk,KZ,51.1,66.3167,32.9,96,100,26.26,overcast clouds
209,Vao,NC,-22.6667,167.4833,77.45,73,50,16.58,scattered clouds
210,Yerbogachen,RU,61.2767,108.0108,-26.46,100,31,3.36,scattered clouds
211,Lydenburg,ZA,-25.0978,30.4597,62.28,80,93,3.31,overcast clouds
212,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,69,67,6.49,broken clouds
213,Taunggyi,MM,20.7833,97.0333,48.99,60,8,1.66,clear sky
214,Adrar,MR,20.5022,-10.0711,66.56,15,94,9.42,overcast clouds
215,San Cristobal,VE,7.7669,-72.225,80.78,32,68,4.41,broken clouds
216,Fort Gloster,IN,22.5044,88.1833,71.06,45,1,4.52,clear sky
217,Luanda,AO,-8.8368,13.2343,78.8,83,20,9.22,few clouds
218,Dunedin,NZ,-45.8742,170.5036,54.88,82,81,4.29,broken clouds
219,Klaksvik,FO,62.2266,-6.589,36.52,68,13,9.69,few clouds
220,Babu,CN,24.4167,111.5167,49.33,78,99,4.88,overcast clouds
221,Khatanga,RU,71.9667,102.5,-18.31,99,78,8.37,broken clouds
222,Non Sung,TH,15.1801,102.2569,74.12,55,6,7.49,clear sky
223,Cidreira,BR,-30.1811,-50.2056,73.18,62,15,15.39,few clouds
224,Kamnik,SI,46.2259,14.6121,27.41,88,20,1.14,fog
225,Ferrol,ES,43.4832,-8.2369,52.68,82,99,7.11,overcast clouds
226,Saint George,US,37.1041,-113.5841,61.27,75,0,3.44,clear sky
227,Quesnel,CA,52.9999,-122.5029,3.56,92,81,4.07,broken clouds
228,Skibbereen,IE,51.55,-9.2667,46.2,84,98,21.5,overcast clouds
229,Roald,NO,62.5833,6.1333,39.34,60,75,14.97,broken clouds
230,Sheksna,RU,59.21,38.5107,4.96,93,100,9.71,overcast clouds
231,Cabo San Lucas,MX,22.8909,-109.9124,79.52,66,0,1.99,clear sky
232,Henties Bay,NA,-22.116,14.2845,62.83,93,3,5.75,clear sky
233,Viedma,AR,-40.8135,-62.9967,97.32,16,1,2.21,clear sky
234,Tornio,FI,65.8481,24.1466,1.42,92,12,5.41,few clouds
235,Banda Aceh,ID,5.5577,95.3222,78.33,84,97,7.72,overcast clouds
236,Saltpond,GH,5.2091,-1.0606,81.45,80,5,11.27,clear sky
237,Constitucion,CL,-35.3333,-72.4167,72.82,57,10,13.89,clear sky
238,Hamilton,US,39.1834,-84.5333,21.36,71,100,3.0,overcast clouds
239,Caravelas,BR,-17.7125,-39.2481,80.06,81,100,9.78,moderate rain
240,Srednekolymsk,RU,67.45,153.6833,-6.52,99,100,4.79,overcast clouds
241,Kavieng,PG,-2.5744,150.7967,81.57,75,100,7.43,overcast clouds
242,Williams Lake,CA,52.1415,-122.1445,6.4,91,98,4.29,overcast clouds
243,Miri,MY,4.4148,114.0089,75.34,100,40,4.61,light rain
244,Ojinaga,MX,29.5667,-104.4167,74.57,26,0,3.44,clear sky
245,Stolin,BY,51.8912,26.846,28.26,61,40,8.93,scattered clouds
246,Collie,AU,-33.3667,116.15,60.98,73,0,7.49,clear sky
247,Luderitz,NA,-26.6481,15.1594,63.63,88,0,10.02,clear sky
248,Avera,US,33.194,-82.5271,49.51,32,100,10.04,overcast clouds
249,Kaitangata,NZ,-46.2817,169.8464,50.13,91,100,2.82,overcast clouds
250,Gat,IL,31.61,34.7642,58.41,100,0,0.51,clear sky
251,Beringovskiy,RU,63.05,179.3167,6.75,96,100,12.28,overcast clouds
252,Ponta Do Sol,PT,32.6667,-17.1,66.0,83,80,9.93,broken clouds
253,Deputatskiy,RU,69.3,139.9,-17.34,94,100,1.45,overcast clouds
254,Zhenlai,CN,45.8495,123.2973,1.33,95,100,11.54,overcast clouds
255,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,79,40,6.71,scattered clouds
256,Morondava,MG,-20.2833,44.2833,82.38,72,5,9.01,clear sky
257,Alyangula,AU,-13.8483,136.4192,82.27,89,22,3.44,few clouds
258,Tibacuy,CO,4.3511,-72.4564,96.82,25,41,9.86,scattered clouds
259,Baie-Comeau,CA,49.2168,-68.1489,12.81,90,100,10.89,overcast clouds
260,Juliaca,PE,-15.5,-70.1333,58.62,46,76,11.25,broken clouds
261,Dubai,AE,25.2582,55.3047,73.22,45,0,8.05,clear sky
262,Iquique,CL,-20.2208,-70.1431,73.81,69,35,8.1,scattered clouds
263,Talara,PE,-4.5772,-81.2719,81.36,57,0,13.8,clear sky
264,Ninghai,CN,29.2892,121.4247,49.73,85,97,4.07,moderate rain
265,Grand Gaube,MU,-20.0064,57.6608,78.39,85,100,1.01,light rain
266,Athabasca,CA,54.7169,-113.2854,-10.97,94,100,4.76,overcast clouds
267,Diffa,NE,13.3154,12.6113,77.56,17,3,7.36,clear sky
268,Clyde River,CA,70.4692,-68.5914,-11.61,80,100,3.76,overcast clouds
269,Talnakh,RU,69.4865,88.3972,-9.8,90,92,15.3,overcast clouds
270,Pueblo,US,38.2545,-104.6091,66.96,28,23,4.0,few clouds
271,Omboue,GA,-1.5746,9.2618,78.4,86,99,5.41,overcast clouds
272,Gravdal,NO,68.1214,13.5031,22.68,92,20,2.3,few clouds
273,Mount Isa,AU,-20.7333,139.5,78.57,19,0,10.36,clear sky
274,Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,8.05,few clouds
275,Vostok,RU,46.4856,135.8833,-2.52,98,100,3.85,overcast clouds
276,Linjiang,CN,41.8069,126.9078,3.38,98,28,0.89,scattered clouds
277,Provideniya,RU,64.3833,-173.3,13.71,77,8,11.5,clear sky
278,Annau,TM,37.8876,58.516,40.5,60,0,13.8,clear sky
279,Port Elizabeth,ZA,-33.918,25.5701,72.1,88,100,14.97,overcast clouds
280,Verkhnevilyuysk,RU,63.4453,120.3167,-20.04,100,94,1.63,overcast clouds
281,Belyy Yar,RU,53.6039,91.3903,8.49,85,100,0.0,smoke
282,Punta De Piedra,VE,7.6176,-71.4916,95.07,25,71,2.46,broken clouds
283,Saldanha,ZA,-33.0117,17.9442,82.45,80,36,3.94,scattered clouds
284,Ust-Maya,RU,60.4167,134.5333,-37.03,100,93,1.21,overcast clouds
285,San Patricio,US,28.017,-97.5169,50.88,65,100,7.23,overcast clouds
286,Usogorsk,RU,63.4106,48.6872,2.37,99,99,3.94,overcast clouds
287,Adelaide,AU,-34.9333,138.6,62.17,85,100,1.01,overcast clouds
288,Vallenar,CL,-28.5708,-70.7581,88.99,26,0,11.97,clear sky
289,Anadyr,RU,64.75,177.4833,-3.98,100,22,0.85,few clouds
290,Liling,CN,27.6667,113.5,44.49,96,100,3.42,light rain
291,Salalah,OM,17.0151,54.0924,71.69,30,0,10.36,clear sky
292,Richards Bay,ZA,-28.783,32.0377,74.84,83,100,4.56,overcast clouds
293,Ancud,CL,-41.8697,-73.8203,77.23,71,14,11.41,few clouds
294,Axim,GH,4.8699,-2.2405,81.1,80,1,8.01,clear sky
295,Norman Wells,CA,65.282,-126.8329,-6.12,91,100,18.86,overcast clouds
296,Plettenberg Bay,ZA,-34.0527,23.3716,68.41,87,0,15.3,clear sky
297,Xuddur,SO,4.1213,43.8894,80.02,40,91,11.07,overcast clouds
298,Lao Cai,VN,22.4833,103.95,64.33,94,90,1.61,overcast clouds
299,Tiksi,RU,71.6872,128.8694,-17.73,87,100,4.47,overcast clouds
300,Haines Junction,CA,60.7522,-137.5108,-22.25,100,95,1.57,overcast clouds
301,Stawell,AU,-37.05,142.7667,61.52,84,91,10.11,overcast clouds
302,Troitskoye,RU,52.9821,84.6757,22.69,97,100,5.59,light snow
303,Natal,BR,-5.795,-35.2094,86.65,62,40,12.66,scattered clouds
304,Sambava,MG,-14.2667,50.1667,74.61,94,100,7.63,light rain
305,Ambilobe,MG,-13.2,49.05,76.93,93,100,1.72,light rain
306,Doka,SD,13.5167,35.7667,78.87,29,23,10.56,few clouds
307,Ouro Branco,BR,-20.5208,-43.6919,65.23,98,100,2.91,overcast clouds
308,Mbini,GQ,1.574,9.6134,84.04,82,100,5.95,overcast clouds
309,Buraydah,SA,26.326,43.975,55.85,40,0,6.62,clear sky
310,Beohari,IN,24.05,81.3833,58.77,79,9,6.44,clear sky
311,Goedereede,NL,51.8175,3.9806,43.0,77,46,8.01,scattered clouds
312,Dzerzhinsk,RU,56.2389,43.4631,17.42,86,0,6.71,clear sky
313,Nevsehir,TR,38.9167,34.6667,38.41,81,75,6.91,broken clouds
314,Chipping Sodbury,GB,51.5381,-2.3938,37.54,95,14,1.01,few clouds
315,Lagoa,PT,39.05,-27.9833,58.5,61,100,7.29,overcast clouds
316,Kongolo,CD,-5.3833,27.0,72.09,93,47,0.89,light rain
317,Wenchi,GH,7.7392,-2.1046,82.74,21,21,3.94,few clouds
318,Grindavik,IS,63.8424,-22.4338,36.07,87,75,13.8,broken clouds
319,Qena,EG,26.1615,32.7183,63.03,27,100,3.67,overcast clouds
320,Hokitika,NZ,-42.7167,170.9667,60.82,83,100,3.18,overcast clouds
321,Saint-Joseph,RE,-21.3667,55.6167,76.21,82,100,4.56,light rain
322,Gamba,GA,-2.65,10.0,77.45,89,99,3.89,light rain
323,Ucluelet,CA,48.9329,-125.5528,38.08,76,100,14.0,overcast clouds
324,Tiznit,MA,29.5833,-9.5,60.4,47,0,0.45,clear sky
325,Santa Rosa,PH,14.3122,121.1114,77.86,79,5,4.45,clear sky
326,Arnprior,CA,45.4334,-76.3494,17.89,67,100,12.08,overcast clouds
327,Touros,BR,-5.1989,-35.4608,86.9,66,28,12.28,scattered clouds
328,Salinas,US,36.6777,-121.6555,57.29,76,75,3.44,broken clouds
329,Half Moon Bay,US,37.4636,-122.4286,56.05,90,100,1.99,fog
330,Sioux Lookout,CA,50.1001,-91.917,-4.13,85,99,6.17,overcast clouds
331,Los Llanos De Aridane,ES,28.6585,-17.9182,62.13,76,75,15.01,broken clouds
332,Vanimo,PG,-2.6741,141.3028,76.48,91,100,7.94,overcast clouds
333,Hasaki,JP,35.7333,140.8333,28.8,53,73,5.01,broken clouds
334,Ciudad Bolivar,VE,8.1222,-63.5497,86.5,48,100,11.68,overcast clouds
335,Bachaquero,VE,9.9694,-71.1494,85.69,58,68,8.97,broken clouds
336,Mercedes,AR,-34.6515,-59.4307,88.03,19,100,10.16,overcast clouds
337,Bud,US,39.447,-86.1758,18.43,66,38,8.03,scattered clouds
338,San Martin,AR,-33.081,-68.4681,86.54,19,0,9.82,clear sky
339,Areia Branca,BR,-4.9561,-37.1369,89.8,66,87,17.27,overcast clouds
340,Hovd,MN,48.0056,91.6419,3.61,88,100,1.5,overcast clouds
341,Storslett,NO,69.7678,21.0247,14.0,79,0,9.22,clear sky
342,Katerero,TZ,-1.4,31.7333,71.31,88,0,4.61,clear sky
343,Sura,RU,53.8879,45.7419,23.13,84,100,16.64,overcast clouds
344,Beech Grove,US,39.722,-86.09,18.45,65,0,3.0,clear sky
345,Isla Mujeres,MX,21.2311,-86.731,82.17,55,0,6.91,clear sky
346,Roma,US,43.2128,-75.4557,27.12,72,75,1.99,snow
347,Leshukonskoye,RU,64.8989,45.7622,-3.55,99,100,2.86,overcast clouds
